house_url,community_url
https://www.nealcommunities.com/new-homes/grand-palm/captiva/12630-harney-street-captiva-600/,https://www.nealcommunities.com/new-homes/grand-palm/
https://www.nealcommunities.com/new-homes/grand-palm/captiva/21297-holmes-circle-venice-fl-34293-homesite-680/,https://www.nealcommunities.com/new-homes/grand-palm/
https://www.nealcommunities.com/new-homes/grand-palm/kiawah-2-4/21265-holmes-circle-kiawah2-688/,https://www.nealcommunities.com/new-homes/grand-palm/
https://www.nealcommunities.com/new-homes/grand-palm/sandcastle-2-4/12705-palatka-drive-sandcastle-2-1631/,https://www.nealcommunities.com/new-homes/grand-palm/
https://www.nealcommunities.com/new-homes/grand-palm/savannah-2-3/21217-holmes-circle-savannah2-700/,https://www.nealcommunities.com/new-homes/grand-palm/
https://www.nealcommunities.com/new-homes/grand-palm/savannah-2-3/21261-holmes-circle-savannah2-689/,https://www.nealcommunities.com/new-homes/grand-palm/
https://www.nealcommunities.com/new-homes/grand-palm/tidewinds-2-4/12578-palatka-drive-tidewinds2-1674/,https://www.nealcommunities.com/new-homes/grand-palm/
https://www.nealcommunities.com/new-homes/grand-palm/tidewinds-2-4/12701-palatka-drive-tidewinds2-1630/,https://www.nealcommunities.com/new-homes/grand-palm/
https://www.nealcommunities.com/new-homes/canoe-creek/dream-2-3/14560-skipping-stone-loop-dream-2-408/,https://www.nealcommunities.com/new-homes/canoe-creek/
https://www.nealcommunities.com/new-homes/canoe-creek/endless-summer-4/14466-skipping-stone-loop-endless-summer4-426/,https://www.nealcommunities.com/new-homes/canoe-creek/
https://www.nealcommunities.com/new-homes/canoe-creek/eventide-4-2/14312-skipping-stone-loop-parrish-fl-34219-homesite-490/,https://www.nealcommunities.com/new-homes/canoe-creek/
https://www.nealcommunities.com/new-homes/canoe-creek/harvest-3/14406-skipping-stone-loop-harvest3-434/,https://www.nealcommunities.com/new-homes/canoe-creek/
https://www.nealcommunities.com/new-homes/canoe-creek/heritage-2/4411-spoon-blade-drive-heritage-676/,https://www.nealcommunities.com/new-homes/canoe-creek/
https://www.nealcommunities.com/new-homes/canoe-creek/kiawah-2-3/13507-wildwater-court-kiawah2-773/,https://www.nealcommunities.com/new-homes/canoe-creek/
https://www.nealcommunities.com/new-homes/canoe-creek/sanibel-2-2/13508-wildwater-court-sanibel2-lot-763/,https://www.nealcommunities.com/new-homes/canoe-creek/
https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/sanibel-2-3/11152-hogan-circle-sanibel2-711/,https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/
https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/sanibel-2-3/26024-norman-drive-sanibel2-662/,https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/
https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/savannah-2-2/11156-hogan-circle-savannah2-712/,https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/
https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/savannah-2-2/26016-norman-drive-savannah2-660/,https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/
https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/tidewinds-2/26903-pavin-drive-tidewinds-465/,https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/
https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/tidewinds-2/27492-janzen-court-tidewinds-539/,https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club/
https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club-at-wellen-park/bright-meadow-2-6/27250-royale-dornoch-avenue-bright-meadow2-390/,https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club-at-wellen-park/
https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club-at-wellen-park/imagination-2-7/27634-royale-dornoch-avenue-imagination2-53/,https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club-at-wellen-park/
https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club-at-wellen-park/sea-star-7/11420-spring-hill-terrace-seastar-364/,https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club-at-wellen-park/
https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club-at-wellen-park/starlight-2-5/11405-spring-hill-terrace-starlight2-358/,https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club-at-wellen-park/
https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club-at-wellen-park/white-star-2/11417-spring-hill-terrace-white-star-355/,https://www.nealcommunities.com/new-homes/boca-royale-golf-country-club-at-wellen-park/
https://www.nealcommunities.com/new-homes/wysteria/dream-2-5/18230-vizcaya-ct-dream2-14/,https://www.nealcommunities.com/new-homes/wysteria/
https://www.nealcommunities.com/new-homes/wysteria/tidewater-2-5/18137-franklin-park-court-tidewater2-110/,https://www.nealcommunities.com/new-homes/wysteria/
https://www.nealcommunities.com/new-homes/wysteria/tidewater-2b-4/18131-franklin-park-court-venice-fl-34293-homesite-111/,https://www.nealcommunities.com/new-homes/wysteria/
