house_url,lastmod
https://holidaybuilders.com/new-homes-for-sale/52-montoya-fort-pierce-fl-34951/,2026-05-04T10:21:04+00:00
https://holidaybuilders.com/new-homes-for-sale/50-montoya-fort-pierce-fl-34951/,2026-05-04T10:21:04+00:00
https://holidaybuilders.com/new-homes-for-sale/48-montoya-fort-pierce-fl-34951/,2026-05-04T10:21:04+00:00
https://holidaybuilders.com/new-homes-for-sale/106-calle-de-lagos-fort-pierce-fl-34951/,2026-05-04T10:21:04+00:00
https://holidaybuilders.com/new-homes-for-sale/16430-sw-17th-ter-rd-ocala-fl-34473/,2026-05-04T10:21:05+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-sw-131st-ln-ocala-fl-34473/,2026-05-04T10:21:05+00:00
https://holidaybuilders.com/new-homes-for-sale/6078-sw-154th-street-rd-ocala-fl-34473/,2026-05-04T10:21:05+00:00
https://holidaybuilders.com/new-homes-for-sale/4120-sw-130th-loop-ocala-fl-34473/,2026-05-04T10:21:05+00:00
https://holidaybuilders.com/new-homes-for-sale/216-marion-oaks-trl-ocala-fl-34473/,2026-05-04T10:21:05+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-sw-35th-avenue-rd-ocala-fl-34473/,2026-05-04T10:21:06+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-sw-139th-street-rd-ocala-fl-34473-2/,2026-05-04T10:21:06+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-sw-165th-loop-ocala-fl-34473/,2026-05-04T10:21:06+00:00
https://holidaybuilders.com/new-homes-for-sale/5275-sw-161st-place-rd-ocala-fl-34473/,2026-05-04T10:21:06+00:00
https://holidaybuilders.com/new-homes-for-sale/2415-sw-170th-loop-ocala-fl-34473/,2026-05-04T10:21:07+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-sw-131st-pl-ocala-fl-34473/,2026-05-04T10:21:07+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-sw-42nd-cir-ocala-fl-34473/,2026-05-04T10:21:07+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-sw-139th-street-rd-ocala-fl-34473/,2026-05-04T10:21:07+00:00
https://holidaybuilders.com/new-homes-for-sale/5338-w-corral-pl-beverly-hills-fl-34465/,2026-05-04T10:21:08+00:00
https://holidaybuilders.com/new-homes-for-sale/2635-w-mustang-blvd-beverly-hills-fl-34465/,2026-05-04T10:21:08+00:00
https://holidaybuilders.com/new-homes-for-sale/13412-brewster-rd-spring-hill-fl-34609/,2026-05-04T10:21:08+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-honeycreeper-rd-weeki-wachee-fl-34614/,2026-05-04T10:21:09+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-glossy-ibis-rd-weeki-wachee-fl-34616/,2026-05-04T10:21:09+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-canvasback-rd-weeki-wachee-fl-34614/,2026-05-04T10:21:09+00:00
https://holidaybuilders.com/new-homes-for-sale/5184-merrifield-ct-spring-hill-fl-34608/,2026-05-04T10:21:09+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-glossy-ibis-rd-weeki-wachee-fl-34616-2/,2026-05-04T10:21:10+00:00
https://holidaybuilders.com/new-homes-for-sale/309-hermosa-ave-lehigh-acres-fl-33974/,2026-05-04T10:21:10+00:00
https://holidaybuilders.com/new-homes-for-sale/2909-43rd-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:10+00:00
https://holidaybuilders.com/new-homes-for-sale/1506-ruth-ave-s-lehigh-acres-fl-33976/,2026-05-04T10:21:10+00:00
https://holidaybuilders.com/new-homes-for-sale/2904-50th-st-w-lehigh-acres-fl-33971/,2026-05-04T10:21:11+00:00
https://holidaybuilders.com/new-homes-for-sale/3004-39th-st-w-lehigh-acres-fl-33971/,2026-05-04T10:21:11+00:00
https://holidaybuilders.com/new-homes-for-sale/2707-7th-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:11+00:00
https://holidaybuilders.com/new-homes-for-sale/5307-5th-st-w-lehigh-acres-fl-33971/,2026-05-04T10:21:11+00:00
https://holidaybuilders.com/new-homes-for-sale/2608-57th-st-w-lehigh-acres-fl-33971/,2026-05-04T10:21:12+00:00
https://holidaybuilders.com/new-homes-for-sale/2719-44th-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:12+00:00
https://holidaybuilders.com/new-homes-for-sale/2915-25th-st-w-lehigh-acres-fl-33971/,2026-05-04T10:21:12+00:00
https://holidaybuilders.com/new-homes-for-sale/3008-28th-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:12+00:00
https://holidaybuilders.com/new-homes-for-sale/2704-62nd-st-w-lehigh-acres-fl-33971/,2026-05-04T10:21:13+00:00
https://holidaybuilders.com/new-homes-for-sale/3609-75th-st-w-lehigh-acres-fl-33971/,2026-05-04T10:21:13+00:00
https://holidaybuilders.com/new-homes-for-sale/3611-75th-st-w-lehigh-acres-fl-33971/,2026-05-04T10:21:13+00:00
https://holidaybuilders.com/new-homes-for-sale/2601-51st-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:13+00:00
https://holidaybuilders.com/new-homes-for-sale/2603-66th-st-w-lehigh-acres-fl-33971/,2026-05-04T10:21:14+00:00
https://holidaybuilders.com/new-homes-for-sale/2204-christopher-ave-n-lehigh-acres-fl-33971/,2026-05-04T10:21:14+00:00
https://holidaybuilders.com/new-homes-for-sale/2716-67th-st-w-lehigh-acres-fl-33971/,2026-05-04T10:21:14+00:00
https://holidaybuilders.com/new-homes-for-sale/3216-17th-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:14+00:00
https://holidaybuilders.com/new-homes-for-sale/6013-karen-ave-n-lehigh-acres-fl-33971/,2026-05-04T10:21:14+00:00
https://holidaybuilders.com/new-homes-for-sale/4107-11th-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:15+00:00
https://holidaybuilders.com/new-homes-for-sale/2616-5th-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:15+00:00
https://holidaybuilders.com/new-homes-for-sale/3902-28th-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:15+00:00
https://holidaybuilders.com/new-homes-for-sale/2810-74th-st-w-lehigh-acres-fl-33971/,2026-05-04T10:21:15+00:00
https://holidaybuilders.com/new-homes-for-sale/6020-pat-ave-n-lehigh-acres-fl-33971/,2026-05-04T10:21:16+00:00
https://holidaybuilders.com/new-homes-for-sale/3315-19th-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:16+00:00
https://holidaybuilders.com/new-homes-for-sale/2512-38th-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:16+00:00
https://holidaybuilders.com/new-homes-for-sale/3400-30th-st-sw-lehigh-acres-fl-33976/,2026-05-04T10:21:16+00:00
https://holidaybuilders.com/new-homes-for-sale/2518-hemet-st-north-port-fl-34288/,2026-05-04T10:21:17+00:00
https://holidaybuilders.com/new-homes-for-sale/2276-yankee-ter-north-port-fl-34286/,2026-05-04T10:21:17+00:00
https://holidaybuilders.com/new-homes-for-sale/tbd-johannesberg-rd-north-port-fl-34288/,2026-05-04T10:21:17+00:00
https://holidaybuilders.com/new-homes-for-sale/1205-woodcrest-ln-north-port-fl-34286/,2026-05-04T10:21:17+00:00
https://holidaybuilders.com/new-homes-for-sale/5409-cillette-ave-north-port-fl-34288/,2026-05-04T10:21:17+00:00
https://holidaybuilders.com/new-homes-for-sale/5685-jonesboro-ave-north-port-fl-34288/,2026-05-04T10:21:18+00:00
https://holidaybuilders.com/new-homes-for-sale/3951-dominic-st-north-port-fl-34288/,2026-05-04T10:21:18+00:00
https://holidaybuilders.com/new-homes-for-sale/1314-landsdowne-ave-north-port-fl-34288/,2026-05-04T10:21:18+00:00
https://holidaybuilders.com/new-homes-for-sale/2931-embrace-way-titusville-fl-32780/,2026-05-04T10:21:19+00:00
https://holidaybuilders.com/new-homes-for-sale/2363-blueberry-rd-north-port-fl-34288/,2026-05-04T10:21:19+00:00
https://holidaybuilders.com/new-homes-for-sale/2826-escambia-cir-north-port-fl-34288/,2026-05-04T10:21:19+00:00
https://holidaybuilders.com/new-homes-for-sale/2824-haven-lane-titusville-fl-32780/,2026-05-04T10:21:20+00:00
https://holidaybuilders.com/new-homes-for-sale/2952-embrace-way-titusville-fl-32780/,2026-05-04T10:21:20+00:00
https://holidaybuilders.com/new-homes-for-sale/2804-haven-lane-titusville-fl-32780/,2026-05-04T10:21:20+00:00
https://holidaybuilders.com/new-homes-for-sale/2447-enclave-dr-titusville-fl-32780/,2026-05-04T10:21:20+00:00
https://holidaybuilders.com/new-homes-for-sale/2864-haven-lane-titusville-fl-32780/,2026-05-04T10:21:21+00:00
https://holidaybuilders.com/new-homes-for-sale/2854-haven-lane-titusville-fl-32780/,2026-05-04T10:21:21+00:00
https://holidaybuilders.com/new-homes-for-sale/2467-enclave-dr-titusville-fl-32780/,2026-05-04T10:21:21+00:00
https://holidaybuilders.com/new-homes-for-sale/2497-enclave-dr-titusville-fl-32780/,2026-05-04T10:21:21+00:00
https://holidaybuilders.com/new-homes-for-sale/2457-enclave-dr-titusville-fl-32780/,2026-05-04T10:21:22+00:00
https://holidaybuilders.com/new-homes-for-sale/2814-haven-lane-titusville-fl-32780/,2026-05-04T10:21:23+00:00
https://holidaybuilders.com/new-homes-for-sale/2507-enclave-dr-titusville-fl-32780/,2026-05-04T10:21:23+00:00
https://holidaybuilders.com/new-homes-for-sale/2844-haven-lane-titusville-fl-32780/,2026-05-04T10:21:23+00:00
https://holidaybuilders.com/new-homes-for-sale/2764-haven-lane-titusville-fl-32780/,2026-05-04T10:21:24+00:00
